permitnumber,year,permitvalidfrom,permitvalidto,loaddescription,state,origin,destination,authorizedhighways,route_location_origin,route_intersection_origin,route_intersection_origin_x_coords,route_intersection_origin_y_coords,route_intersection_1,route_intersection_1_x_coords,route_intersection_1_y_coords,route_intersection_2,route_intersection_2_x_coords,route_intersection_2_y_coords,route_intersection_3,route_intersection_3_x_coords,route_intersection_3_y_coords,route_intersection_4,route_intersection_4_x_coords,route_intersection_4_y_coords,route_intersection_5,route_intersection_5_x_coords,route_intersection_5_y_coords,route_intersection_6,route_intersection_6_x_coords,route_intersection_6_y_coords,route_intersection_7,route_intersection_7_x_coords,route_intersection_7_y_coords,route_intersection_8,route_intersection_8_x_coords,route_intersection_8_y_coords,route_intersection_9,route_intersection_9_x_coords,route_intersection_9_y_coords,route_intersection_10,route_intersection_10_x_coords,route_intersection_10_y_coords,route_intersection_11,route_intersection_11_x_coords,route_intersection_11_y_coords,route_intersection_12,route_intersection_12_x_coords,route_intersection_12_y_coords,route_intersection_13,route_intersection_13_x_coords,route_intersection_13_y_coords,route_intersection_14,route_intersection_14_x_coords,route_intersection_14_y_coords,route_intersection_15,route_intersection_15_x_coords,route_intersection_15_y_coords,route_intersection_16,route_intersection_16_x_coords,route_intersection_16_y_coords,route_intersection_17,route_intersection_17_x_coords,route_intersection_17_y_coords,route_intersection_18,route_intersection_18_x_coords,route_intersection_18_y_coords
e23-000283,2023,01/03/2023,01/09/2023,SCRAPPER #1301129,California,Auburn,Oregon,* from placer hills rd s/b on ramp - 080w - 005n - to or line 5 exit *,"placer hills rd Auburn, California","placer hills rd Auburn, California and I-80",-121.0177504,38.9697102,I-5 AND I-80,-121.5171204,38.6248864,I-5 AND OR LINE,-122.6154437,42.0053409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000322,2023,01/03/2023,01/09/2023,GROVE 750 R/T CRANE,California,Gilroy,Fontana,* from monterey st w/b on ramp - 101n - 680n - 580e - 005s - to templin highway exit (templin highway w/b off ramp exit number 183) *,"monterey st Gilroy, California","monterey st Gilroy, California and US-101",-121.5523757,36.9660838,US-101 AND I-680,-121.851952,37.339616,I-580 AND I-680,-121.922687,37.700955,I-5 AND I-580,-121.340756,37.596558,I-5 AND TEMPLIN HIGHWAY,-118.6879016,34.5696405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000284,2023,01/03/2023,01/09/2023,RICE HARVESTER,California,Marysville,Richvale,* from lower honcut rd - 070e - to east gridley rd exit (east gridley rd/stimpson ln) ** from east gridley rd/magnolia st - 099n - to richvale exit (richvale hwy) *,"lower honcut rd Marysville, California","lower honcut rd Marysville, California and SR-70",-121.5962101,39.3209181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000291,2023,01/05/2023,01/11/2023,MANUFACTURED HOUSING SER# 6545,California,Tulare,San Luis Obispo,* kansas ave across 43 * from kansas ave - 041s - 046w - 101s - to madonna rd exit (madonna rd e/b off ramp exit number 201) *,"kansas ave Tulare, California","kansas ave Tulare, California and SR-41",-119.8161211,36.2114873,SR-41 AND SR-46,-120.284462,35.734561,SR-46 AND US-101,-120.685089,35.642589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000286,2023,01/04/2023,01/10/2023,CAT 745 HAUL TRUCK,California,Stockton,Stockton,* from holt brothers tractor - 004e - 005n - 004e - 099s - to french camp exit (french camp rd e/b off ramp exit number 246) *,"holt brothers tractor Stockton, California","holt brothers tractor Stockton, California and SR-4",,,SR-4 AND I-5,-121.300591,37.948246,SR-4 AND I-5,-121.300591,37.948246,SR-4 AND SR-99,-121.235285,37.943993,SR-99 AND FRENCH CAMP,-121.2187004,37.8599273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000294,2023,01/04/2023,01/10/2023,RT CRANE,California,Bloomington,Buttonwillow,* from sierra ave n/b on ramp - 10w - 15n - 210w - to foothill blvd s/b off ramp exit 21 * from gould ave n/b on ramp - 210w - 5n - to templin highway e/b off ramp exit 183 -detour via ramps- from templin highway w/b on ramp - 5n - to rte 58  - buttonwillow/mckittrick exit (tracy ave off ramp exit 257) * from tracy ave - 58w - 33n - to cymric rd exit (cymric rd/co rd 214a) *,"sierra ave Bloomington, California","sierra ave Bloomington, California and I-10",-117.4356762,34.0673372,I-10 AND I-15,-117.544920,34.067352,I-15 AND SR-210,-117.495885,34.136374,I-5 AND SR-210,-118.4903133,34.3159777,I-5 AND TEMPLIN HIGHWAY,-118.687859,34.569665,TEMPLIN HIGHWAY AND I-5,-118.687889,34.569674,I-5 AND SR-58,-119.397329,35.398890,SR-33 AND SR-58,-119.622173,35.308867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000289,2023,01/04/2023,01/10/2023,MAC / CONCORD 3 AX CONCRETE PUMP,California,Oxnard,Malibu,"* from rice ave - 001s - to deer creek rd exit (deer creek rd) *

travel allowed weekdays only","rice ave Oxnard, California","rice ave Oxnard, California and SR-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000287,2023,01/06/2023,01/12/2023,550-2 GROVE GMK 7450 TRK CRANE (WCS# 1301153),California,Oro Grande,Corona,* from `d` st e/b on ramp - 015s - to hidden valley pkwy exit (hidden valley pkwy w/b off ramp) *,"`d` Oro Grande, California","`d` Oro Grande, California and I-15",,,I-15 AND HIDDEN VALLEY PKWY,-117.5596815,33.8982585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000288,2023,01/04/2023,01/10/2023,MAC / CONCORD 3 AX CONCRETE PUMP,California,Malibu,Oxnard,"* from deer creek rd - 001n - to rice ave exit (rice ave) *

travel allowed weekdays only","deer creek rd Malibu, California","deer creek rd Malibu, California and SR-1",-118.9855282,34.0621798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000302,2023,01/03/2023,01/09/2023,TADANO 750 CRANE,California,Glendora,Az State Line,* from lone hill ave n/b on ramp - 210e - 215s - 010e - to az line 10 exit *,"lone hill ave Glendora, California","lone hill ave Glendora, California and SR-210",-117.8289431,34.120962,SR-210 AND I-215,-117.319360,34.144444,I-10 AND I-215,-117.2964956,34.0641924,I-10 AND AZ LINE,-114.5311155,33.6047178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000293,2023,01/03/2023,01/09/2023,VOLVO 150 WHEEL LOADER,California,Oregon State Line,Newcastle,* from or line 5 - 005s - 080e - to newcastle rd exit (newcastle rd s/b off ramp exit number 115) *,"or line Oregon State Line, California",I-5 and Oregon Line,-122.6154688,42.0053774,I-5 AND I-80,-121.5171204,38.6248864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000292,2023,01/04/2023,01/10/2023,PRE FAB HOUSE WALLS (15 in one stack),California,Or Line At I-5,"550 Community Hall Ln, St Helena, Ca 94574",* from or line 5 - 005s - 505s - 080w - 012w - 029n - to zinfandel ln exit (zinfandel ln) *,"or line Or Line At I-5, California",I-5 and Oregon Line,-122.6154688,42.0053774,I-5 AND I-505,-121.941668,38.849695,I-80 AND I-505,-121.9563057,38.370683,SR-12 AND I-80,-122.093220,38.239532,SR-12 AND SR-29,-122.257872,38.223187,SR-29 AND ZINFANDEL LN,-122.4426043,38.4826018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-001237,2023,01/09/2023,01/15/2023,DRILL RIG - UNIT 188,California,Kern County,Bakersfield,* from arnold ave - 033s - to midway rd exit (midway rd/co rd p268d) * from midway rd - 119e - 043n - to rosedale hwy/sidding rd exit (rosedale hwy/sidding rd) *,"arnold ave Kern County, California","arnold ave Kern County, California and SR-33",-119.592309,35.244536,SR-43 AND SR-119,-119.2526877,35.2672514,SR-43 AND ROSEDALE HWY,-119.252091,35.383497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000290,2023,01/03/2023,01/09/2023,BOOM INSERT,California,Or Line Hwy 5,El Segundo,* from or line 5 - 005s - 405s - to el segundo blvd exit (el segundo blvd w/b off ramp exit number 44) *,"or line Or Line Hwy 5, California",I-5 and Oregon Line,-122.6154688,42.0053774,I-5 AND I-405,-117.7303127,33.6389622,I-405 AND EL SEGUNDO BLVD,-118.370208,33.9162045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000201,2023,01/03/2023,01/09/2023,336 EXCAVATOR,California,Exeter,North Highlands,* from rd 196 - 198w - 005n - to el dorado st/south el dorado st e/b offramp #467a * el dorado st under 4 * fremont st under 5 * from pershing ave e/b on ramp - 005n - 050e - to watt ave exit (watt ave n/b off ramp exit number 11) *watt ave over 80,"rd Exeter, California","rd Exeter, California and SR-198",,,I-5 AND SR-198,-120.2439689,36.2543345,I-5 AND US-50,-121.5108873,38.5682793,US-50 AND WATT AVE,-121.379404,38.558696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000330,2023,01/04/2023,01/10/2023,PRE FAB HOUSE WALLS (8 in one stack),California,"550 Community Hall Ln, St Helena, Ca 94574","1728 Cottonwood St, Solvang, Ca 93463",* from zinfandel ln - 029s - 012e - 080e - 005s - 041s - 046w - 101s - 154e - to foxen canyon rd exit (foxen canyon rd) *,"zinfandel ln 550 Community Hall Ln, St Helena, Ca 94574, California","zinfandel ln 550 Community Hall Ln, St Helena, Ca 94574, California and SR-29",-122.4426043,38.4825944,SR-12 AND SR-29,-122.257872,38.223187,SR-12 AND I-80,-122.093220,38.239532,I-5 AND I-80,-121.5171204,38.6248864,I-5 AND SR-41,-119.9603248,35.9816544,SR-41 AND SR-46,-120.284462,35.734561,SR-46 AND US-101,-120.685089,35.642589,US-101 AND SR-154,-120.157734,34.687873,SR-154 AND FOXEN CANYON RD,-120.1229461,34.6679295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000305,2023,01/04/2023,01/10/2023,VOLVO EC 480 EXCAVATOR,California,Long Beach,San Leandro,* from seaside fwy - 710n - 001s - 022e(7th st) - 605n - 210w - to foothill blvd exit (foothill blvd s/b off ramp exit number 21) ** from gould ave n/b on ramp - 210w - 005n - to templin highway exit (templin highway e/b off ramp exit number 183) - detour via ramps- from templin highway w/b on ramp - 005n - 580w - 238n - 880n - to marina blvd exit (marina blvd w/b off ramp exit number 33b) *,"seaside fwy Long Beach, California","seaside fwy Long Beach, California and I-710",-118.2323959,33.7606061,SR-1 AND I-710,-118.2078449,33.7898405,SR-1 AND SR-22,-118.122776,33.775379,SR-22 AND I-605,-118.0912555,33.7847504,SR-210 AND I-605,-117.957446,34.134298,I-5 AND SR-210,-118.4903133,34.3159777,I-5 AND TEMPLIN HIGHWAY,-118.687859,34.569665,TEMPLIN HIGHWAY AND I-5,-118.687889,34.569674,I-5 AND I-580,-121.340756,37.596558,SR-238 AND I-580,-122.097650,37.690007,SR-238 AND I-880,-122.134700,37.689526,I-880 AND MARINA BLVD,-122.1667436,37.7105641,,,,,,,,,,,,,,,,,,,,,
e23-001240,2023,01/09/2023,01/15/2023,HPU - UNIT 189,California,Kern County,Bakersfield,* from arnold ave - 033s - to midway rd exit (midway rd/co rd p268d) ** from midway rd - 119e - 043n - to rosedale hwy/sidding rd exit (rosedale hwy/sidding rd) *,"arnold ave Kern County, California","arnold ave Kern County, California and SR-33",-119.592309,35.244536,SR-43 AND SR-119,-119.2526877,35.2672514,SR-43 AND ROSEDALE HWY,-119.252091,35.383497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000295,2023,01/04/2023,01/10/2023,55T RT CRANE,California,Torrance,Bloomington,* from 190th st e/b on ramp - 405s - 110n - 105e - 605n - 60e - 15n - 10e - to cedar ave s/b off ramp *,"190th st Torrance, California","190th st Torrance, California and I-405",,,SR-110 AND I-405,-118.284690,33.856914,I-105 AND SR-110,-118.2807593,33.9286602,I-105 AND I-605,-118.1048384,33.9139358,SR-60 AND I-605,-118.0272198,34.0339903,I-15 AND SR-60,-117.550268,34.021768,I-10 AND I-15,-117.544920,34.067352,I-10 AND CEDAR AVE,-117.3961789,34.0684486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-001244,2023,01/09/2023,01/15/2023,MUD PUMP 1 - UNIT 192,California,Kern County,Bakersfield,* from arnold ave - 033s - to midway rd exit (midway rd/co rd p268d) * from midway rd - 119e - 043n - to rosedale hwy/sidding rd exit (rosedale hwy/sidding rd) *,"arnold ave Kern County, California","arnold ave Kern County, California and SR-33",-119.592309,35.244536,SR-43 AND SR-119,-119.2526877,35.2672514,SR-43 AND ROSEDALE HWY,-119.252091,35.383497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000327,2023,01/03/2023,01/09/2023,CAT D-8T  DOZER,California,Stockton,Tracy,* from wilson way s/b on ramp - 004e - 099s - 120w - 005s - 205w - to macarthur dr exit (macarthur dr s/b off ramp exit number 9) *,"wilson way Stockton, California","wilson way Stockton, California and SR-4",-121.2709043,37.9533421,SR-4 AND SR-99,-121.235285,37.943993,SR-99 AND SR-120,-121.191302,37.797509,I-5 AND SR-120,-121.3018261,37.7887748,I-5 AND I-205,-121.3212098,37.7747996,I-205 AND MACARTHUR DR,-121.4147387,37.7642675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000297,2023,01/04/2023,01/10/2023,55T RT CRANE,California,Los Angeles,Torrance,* from california st - 105e - 405s - to crenshaw blvd exit (crenshaw blvd w/b off ramp exit 39) *,"california st Los Angeles, California","california st Los Angeles, California and I-105",,,I-105 AND I-405,-118.3683925,33.9299777,I-405 AND CRENSHAW BLVD,-118.3264699,33.8645865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-001246,2023,01/09/2023,01/15/2023,GENERATOR 1 - UNIT 193,California,Kern County,Bakersfield,* from arnold ave - 033s - to midway rd exit (midway rd/co rd p268d) * from midway rd - 119e - 043n - to rosedale hwy/sidding rd exit (rosedale hwy/sidding rd) *,"arnold ave Kern County, California","arnold ave Kern County, California and SR-33",-119.592309,35.244536,SR-43 AND SR-119,-119.2526877,35.2672514,SR-43 AND ROSEDALE HWY,-119.252091,35.383497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-001248,2023,01/09/2023,01/15/2023,GENERATOR 2 - UNIT 194,California,Kern County,Bakersfield,* from arnold ave - 033s - to midway rd exit (midway rd/co rd p268d) * from midway rd - 119e - 043n - to rosedale hwy/sidding rd exit (rosedale hwy/sidding rd) *,"arnold ave Kern County, California","arnold ave Kern County, California and SR-33",-119.592309,35.244536,SR-43 AND SR-119,-119.2526877,35.2672514,SR-43 AND ROSEDALE HWY,-119.252091,35.383497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-001250,2023,01/09/2023,01/15/2023,DOG HOUSE - UNIT 195,California,Kern County,Bakersfield,* from arnold ave - 033s - to midway rd exit (midway rd/co rd p268d) * from midway rd - 119e - 043n - to rosedale hwy/sidding rd exit (rosedale hwy/sidding rd) *,"arnold ave Kern County, California","arnold ave Kern County, California and SR-33",-119.592309,35.244536,SR-43 AND SR-119,-119.2526877,35.2672514,SR-43 AND ROSEDALE HWY,-119.252091,35.383497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-001254,2023,01/09/2023,01/15/2023,VFD - UNIT 196,California,Kern County,Bakersfield,* from arnold ave - 033s - to midway rd exit (midway rd/co rd p268d) * from midway rd - 119e - 043n - to rosedale hwy/sidding rd exit (rosedale hwy/sidding rd) *,"arnold ave Kern County, California","arnold ave Kern County, California and SR-33",-119.592309,35.244536,SR-43 AND SR-119,-119.2526877,35.2672514,SR-43 AND ROSEDALE HWY,-119.252091,35.383497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-001255,2023,01/09/2023,01/15/2023,PIPE TUB 1 - UNIT 197,California,Kern County,Bakersfield,* from arnold ave - 033s - to midway rd exit (midway rd/co rd p268d) * from midway rd - 119e - 043n - to rosedale hwy/sidding rd exit (rosedale hwy/sidding rd) *,"arnold ave Kern County, California","arnold ave Kern County, California and SR-33",-119.592309,35.244536,SR-43 AND SR-119,-119.2526877,35.2672514,SR-43 AND ROSEDALE HWY,-119.252091,35.383497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000307,2023,01/04/2023,01/10/2023,CAT 322C LOG LOADER,California,Dunnigan,Oregon @ Hwy 97,* from co rd 8 w/b on ramp - 005n - 097n - to or line 97 exit *,"co rd Dunnigan, California","co rd Dunnigan, California and I-5",,,I-5 AND US-97,-122.3825292,41.41573,US-97 AND OR LINE,-121.8893891,42.0029698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-001257,2023,01/09/2023,01/15/2023,MUD PIT 1 - UNIT 205,California,Kern County,Bakersfield,* from arnold ave - 033s - to midway rd exit (midway rd/co rd p268d) * from midway rd - 119e - 043n - to rosedale hwy/sidding rd exit (rosedale hwy/sidding rd) *,"arnold ave Kern County, California","arnold ave Kern County, California and SR-33",-119.592309,35.244536,SR-43 AND SR-119,-119.2526877,35.2672514,SR-43 AND ROSEDALE HWY,-119.252091,35.383497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000300,2023,01/04/2023,01/10/2023,980M LOADER,California,Anderson,Redding,* from latona rd - 273n - to s bonnyview rd/cedars rd exit (s bonnyview rd/cedars rd) *,"latona rd Anderson, California","latona rd Anderson, California and SR-273",-122.3463119,40.4811502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-001259,2023,01/09/2023,01/15/2023,MUD PIT 2 - UNIT 206,California,Kern County,Bakersfield,* from arnold ave - 033s - to midway rd exit (midway rd/co rd p268d) * from midway rd - 119e - 043n - to rosedale hwy/sidding rd exit (rosedale hwy/sidding rd) *,"arnold ave Kern County, California","arnold ave Kern County, California and SR-33",-119.592309,35.244536,SR-43 AND SR-119,-119.2526877,35.2672514,SR-43 AND ROSEDALE HWY,-119.252091,35.383497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000190,2023,01/03/2023,01/09/2023,CAT D9T W/BLADE,California,"22101 Sunset Ave, Los Banos, Ca","52 El Charro Rd, Pleasanton, Ca",* from almond drive - 165s - 005n - 580w - to el charro rd exit (el charro rd s/b off ramp exit number 48) *,"almond drive 22101 Sunset Ave, Los Banos, Ca, California","almond drive 22101 Sunset Ave, Los Banos, Ca, California and SR-165",-120.8371258,36.9984151,I-5 AND SR-165,-120.8404977,36.9302781,I-5 AND I-580,-121.340756,37.596558,I-580 AND EL CHARRO RD,-121.8494737,37.7012447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000259,2023,01/03/2023,01/09/2023,CAT 345 EXCAVATOR,California,Ontario,Upland,* from cantu-galleano ranch rd e/b on ramp - 15n - 10w - to mountain ave exit (mountain ave n/b off ramp) *,"cantu Ontario, California","cantu Ontario, California and galleano ranch rd",,,I-10 AND I-15,-117.544920,34.067352,I-10 AND MOUNTAIN AVE,-117.6701588,34.0872818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000301,2023,01/03/2023,01/09/2023,3 Axle Drill Rig,California,Ventura,Ojai,* from old creek rd - 033n - 150e - to bryant st exit (bryant st) *,"old creek rd Ventura, California","old creek rd Ventura, California and SR-33",-119.3033675,34.3826751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000311,2023,01/06/2023,01/12/2023,428 - 90 TON RT CRANE,California,Long Beach,Newport Beach,* from paramount blvd n/b on ramp - 091e - 605s - 405s - 022e - 005s - 055s - 073s - to jamboree rd exit (jamboree rd w/b off ramp exit number 15) *,"paramount blvd Long Beach, California","paramount blvd Long Beach, California and SR-91",-118.1600117,33.8761144,SR-91 AND I-605,-118.102481,33.876401,I-405 AND I-605,-118.0938338,33.7863509,SR-22 AND I-405,-118.085186,33.774544,I-5 AND SR-22,-117.8769603,33.7788598,I-5 AND SR-55,-117.83382,33.7405912,SR-55 AND SR-73,-117.8862283,33.6733476,SR-73 AND JAMBOREE RD,-117.8650058,33.6553912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000334,2023,01/03/2023,01/09/2023,Military Vehicle,California,"Imperial Beach,Ca",Or Line 5,* from palm ave e/b on ramp - 005n - 015n - 805n - 005n - 134w - 101n - 680n - 080e - 505n - 005n - to or line 5 exit *,"palm ave Imperial Beach,Ca, California","palm ave Imperial Beach,Ca, California and I-5",-117.0873847,32.5838256,I-5 AND I-15,-117.121720,32.692938,I-15 AND I-805,-117.114120,32.738542,I-5 AND I-805,-117.040268,32.549777,I-5 AND SR-134,-118.2847469,34.1528621,US-101 AND SR-134,-118.376905,34.153599,US-101 AND I-680,-121.851952,37.339616,I-80 AND I-680,-122.1379333,38.2163797,I-80 AND I-505,-121.9563057,38.370683,I-5 AND I-505,-121.941668,38.849695,I-5 AND OR LINE,-122.6154437,42.0053409,,,,,,,,,,,,,,,,,,,,,,,,
e23-000304,2023,01/03/2023,01/09/2023,2 Cooling Towers Inline,California,15341 Road 28 1/2 Madera Ca,Az Line,* from gateway dr - 145s - 099s - 058e - 015n - 040e - to az line 40 exit *,"gateway dr 15341 Road 28 1/2 Madera Ca, California","gateway dr 15341 Road 28 1/2 Madera Ca, California and SR-145",-120.0605321,36.9612309,SR-99 AND SR-145,-120.056131,36.953372,SR-58 AND SR-99,-119.0395304,35.3526592,I-15 AND SR-58,-117.076548,34.870725,I-15 AND I-40,-117.008954,34.886545,I-40 AND AZ LINE,-114.4878107,34.7171822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000306,2023,01/03/2023,01/09/2023,UNLADEN,California,Oregon @ Hwy 5,Dunnigan,* from or line 5 - 005s - to road 8 exit (co rd 8 e/b off ramp exit number 554) *,"or line Oregon @ Hwy 5, California",I-5 and Oregon Line,-122.6154688,42.0053774,I-5 AND ROAD,-121.9739579,38.8815673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000308,2023,01/05/2023,01/11/2023,RAIL CAR,California,Pittsburg,Hayward,* from loveridge rd s/b on ramp - 004w - 680s - 580w - 238n - 880s - to whipple rd exit (whipple rd e/b off ramp) *,"loveridge rd Pittsburg, California","loveridge rd Pittsburg, California and SR-4",-121.8671777,38.0118278,SR-4 AND I-680,-122.069861,37.994566,I-580 AND I-680,-121.922687,37.700955,SR-238 AND I-580,-122.097650,37.690007,SR-238 AND I-880,-122.134700,37.689526,I-880 AND WHIPPLE RD,-122.0667177,37.606796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000204,2023,01/03/2023,01/09/2023,SWING LOADER,California,Alturas,Or Line 395,* from co rd 70 - 299e - 395n - to or line 395 *,"co rd Alturas, California","co rd Alturas, California and SR-299",,,SR-299 AND US-395,-120.542587,41.494498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000321,2023,01/03/2023,01/09/2023,GROVE 750 R/T CRANE,California,Gilroy,Fontana,* from templin highway e/b on ramp - 005s - 210e - to gould ave exit (gould ave s/b off ramp exit number 21) ** from foothill blvd on ramp - 210e - to madre st exit (madre st s/b off ramp) ** from colorado blvd n/b on ramp - 210e - 057s - 010e - to cherry ave exit (cherry ave n/b off ramp) *,"templin highway Gilroy, California","templin highway Gilroy, California and I-5",-118.6878709,34.5696763,I-5 AND SR-210,-118.4903133,34.3159777,SR-57 AND SR-210,-117.8243558,34.1205105,I-10 AND SR-57,-117.8065739,34.0651133,I-10 AND CHERRY AVE,-117.4889461,34.0660911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000324,2023,01/06/2023,01/12/2023,UNLADEN RACKLEY 10 AXLE W/CRADLES FOR SPACEX 1ST STAGE ROCKET,California,Rialto,Az Line 10,* from alder ave s/b on ramp - 210e - 215s - 010e - to az line 10 exit *,"alder ave Rialto, California","alder ave Rialto, California and SR-210",-117.4185059,34.136394,SR-210 AND I-215,-117.319360,34.144444,I-10 AND I-215,-117.2964956,34.0641924,I-10 AND AZ LINE,-114.5311155,33.6047178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000310,2023,01/04/2023,01/10/2023,11 OFF ROAD TIRES - STACKED & E/E,California,Long Beach,Az Line,* from o st w/b on ramp - 001s - 710n - 010e - to az line 10 exit *,"o st Long Beach, California","o st Long Beach, California and SR-1",,,SR-1 AND I-710,-118.2078449,33.7898405,I-10 AND I-710,-118.1650635,34.0616746,I-10 AND AZ LINE,-114.5311155,33.6047178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000325,2023,01/05/2023,01/11/2023,Manufactured Home Sn 312,California,Fallbrook,Temecula,* from mission rd(co rd s-13) - 076e - 015n - to rte 79 south indio exit (temecula pkwy e/b off ramp exit number 58) ** from temecula pkwy (pm 15.6) - 079s - to anza rd exit (anza rd) *,"mission rd Fallbrook, California","mission rd Fallbrook, California and SR-13",-117.1746897,33.3871064,I-15 AND SR-76,-117.383127,33.204713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
